SQ_CANDIDATO,VR_BEM_CANDIDATO,DS_CARGO,QT_VOTOS,NM_VOTAVEL
210001052271,289536000000.0,Vereador,74,MARCIO DAL BELLO DE MENEZES
210001052272,41500000000.0,Vereador,795,NEIVA CONCEICAO DIAS CHAVES
210001052273,580000000000.0,Vereador,618,PAULO ROBERTO DORNELLES BORGES
210001052275,6369390000.0,Vereador,655,ROTECHILD DOS SANTOS PRESTES
210001052277,1967054670000.0,Vereador,740,JOSÉ ALFREDO PEZZI PARODE
210001052279,169967700000.0,Vereador,435,AMANCIO DOS SANTOS FERREIRA
210001052280,308862500000.0,Vereador,4703,MOISÉS DA SILVA BARBOZA
210001052282,150000000000.0,Vereador,79,IZOLDA DE MATOS GIRAUDO
210001052284,57700000000.0,Vereador,346,CLODIMAR DIAS FERNANDES
210001052285,307116700000.0,Vereador,113,VENDELINO GNEWUCH
210001052286,100000000000.0,Vereador,604,ANTONIO CARLOS LIMA
210001053146,360023000000.0,Vereador,29,MATÉR FONSECA PEGLOW
210001053150,21000000000.0,Vereador,174,MARIZANE SOARES FARIAS DA SILVEIRA
210001053151,100000000000.0,Vereador,64,JANAINA ALVES GREQUE
210001053152,298300000000.0,Vereador,144,LUIS LEONARDO BRASIL DOS SANTOS
210001053155,15000000000.0,Vereador,1,JORGE GRACIANO BORGES DE OLIVEIRA
210001053169,567486640000.0,Prefeito,754,LAUDERI AVELINO DOS SANTOS
210001053631,79585950000.0,Prefeito,2957,DIOGO GRAZZIOTIN DUTRA
210001053821,705404280000.0,Prefeito,2176,FLAVIO LUIZ FOSS
210001054318,216374180000.0,Vereador,96,ARLINDO FISCHER
210001054321,180000000000.0,Vereador,140,JULIANE GARLET
210001054322,205985230000.0,Vereador,458,CLAUDIONOR CAPRA
210001054498,15182500000.0,Vereador,54,ELIANA CRISTINA LIMA PAGLIA
210001054499,4028600000.0,Vereador,138,AMAURI LUIZ DEON
210001054500,15100000000.0,Vereador,7,CLEIDA BERTONCELLI
210001054501,5500000000.0,Vereador,17,CARMELINDA ROBERTO
210001054502,103315300000.0,Vereador,17,LUIZ ERNANI THIES MAFFIOLETTI
210001054503,1896738710000.0,Vereador,764,LUIS CARLOS COMIOTTO
210001054504,95465360000.0,Vereador,416,CLOVIS ANTONIO SIMIONI
210001054505,1686383540000.0,Vereador,1044,CRISTIANO VALDUGA DAL PAI
210001054506,7500000000.0,Vereador,333,DÊNIS ALEX DE OLIVEIRA
210001054507,4600000000.0,Vereador,40,SHIRLEI GRANDO MACHADO
210001054508,126300980000.0,Vereador,86,MIGUEL JOSE COSTI
210001054509,34000000000.0,Vereador,145,MARCOS ANTONIO BERGAMIN
210001055243,8000000000.0,Vereador,10,BRUNA DA SILVA ALVES
210001055244,70000000000.0,Vereador,144,SERGIO MOURA DE ARRUDA
210001055245,223799990000.0,Vereador,36,CLARISSE DOS SANTOS OLIVEIRA
210001055246,18000000000.0,Vereador,20,RUBEM MATER LOPES
210001055247,10000000000.0,Vereador,52,RENATO SALVADOR DE OLIVEIRA
210001055248,3500000000.0,Vereador,2,CRISTIANE DA ROSA VICENTE
210001055249,69000000000.0,Vereador,9,SELOMAR DE MELO
210001055250,390000000000.0,Vereador,26,CLEUSA DE FATIMA MARQUES
210001055251,265000000000.0,Vereador,62,VALQUIRIA DE CACIA DOS SANTOS FLORES
210001055252,12000000000.0,Vereador,130,OLIVAR RIBEIRO DOS SANTOS
210001055958,374499990000.0,Vereador,54,KATIA MARIA LUISA SZTUDENT MENDOZA
210001055959,113756870000.0,Vereador,16,ULISSES RODRIGUES DE MATOS JÚNIOR
210001055961,696700000000.0,Vereador,336,ADALCIR BRUBACHER
210001055962,274456000000.0,Vereador,472,MÁRCIA ROSANE JUPPEN FOGAÇA
210001055963,2400505270000.0,Vereador,286,ANA CLÁUDIA BITENCOURT CLAUDINO
210001055964,2500000000.0,Vereador,93,VOLNEI PEREIRA
210001055965,189647370000.0,Vereador,133,ALAN PITTER MATOS NEPOMUCENO
210001055968,11985240000.0,Vereador,4071,CLÁUDIA VIEIRA DE ARAÚJO
210001055970,358570990000.0,Vereador,1444,MARCELO FRANCISCO CHIODO
210001055971,127492080000.0,Vereador,190,GISELE GOMES FLORES
210001055972,232000000000.0,Vereador,279,MARCELO BRAGA
210001055973,4000000000.0,Vereador,145,DANIELA COUSANDIER SANTAROSA
210001055974,93336270000.0,Vereador,510,DANIEL RODRIGUES DA SILVA
210001055975,51353620000.0,Vereador,199,ALESSANDRA RODRIGUES CAMARGO POSTAL
210001055976,880460920000.0,Vereador,483,PAULO CÉSAR KLEIN
210001055978,32799999.999999996,Vereador,103,JÚLIO ROBERTO MASLINKIEWICZ NEVES
210001055979,452130270000.0,Vereador,138,PAULO RICARDO CARVALHO IBANES
210001055980,1425000000.0,Vereador,94,RICARDO CAMILO LAUER CUNHA
210001055981,308273670000.0,Vereador,1364,BRUNO ORTIZ PORTO
210001055983,672200000000.0,Vereador,536,ROBERTO MARRONE
210001055984,20542000000.0,Vereador,71,TATIANA RHEINGANTZ ARMOS
210001055985,30000000000.0,Vereador,202,LUIZ ALBERTO NEGRINHO DE OLIVEIRA JÚNIOR
210001055986,93336270000.0,Vereador,21,BENOREM PENTEADO FILHO
210001055988,16250000000.0,Vereador,245,EVERTON MARTINS RIBEIRO
210001055990,350500000000.0,Vereador,356,VICTOR MATEUS TEIXEIRA FILHO
210001055991,118654000000.0,Vereador,451,ALDORI SEVERO DANELI
210001055992,35104460000.0,Vereador,231,MOYSES SILVA PELEGRINI
210001055994,150861000000.0,Vereador,566,MICHEL HEPP RIBEIRO SANCHEZ
210001056113,430000000000.0,Vereador,11,MARGARETH TÁVORA OLIVEIRA ARAGÃO
210001056114,169628710000.0,Vereador,89,LIDIANE CLAUDENICE VINHALSKI DOS SANTOS
210001056115,129000000000.0,Vereador,58,JUNIOR DE SOUZA DE ARAÚJO
210001056116,597000000000.0,Vereador,49,JONAS MATEUS KELSCH
210001056117,236000000000.0,Vereador,130,NORECI GONÇALVES DE MORAES
210001056119,35000000000.0,Vereador,293,ESEQUIEL CABRAL DOS SANTOS
210001056121,74538000000.0,Vereador,37,JOSÉ NARDEL ALVES DOS SANTOS
210001056122,157000000000.0,Vereador,194,CLEOMAR SIQUEIRA DA ROSA
210001056123,8000000000.0,Vereador,35,PAULO ROGÉRIO DE CARVALHO FERREIRA
210001056124,67000010000.0,Vereador,103,ADAIR DA SILVA
210001056125,544000000000.0,Vereador,362,VALDINÉA CLINFORD DA ROSA COSTA
210001056278,551606570000.0,Vereador,35,PAULO ROGERIO FLORES DE SOUZA
210001056606,10867000000.0,Vereador,65,IVANI DE JESUS MOREIRA DOS SANTOS
210001056607,205000000000.0,Vereador,100,MARIA BEATRIZ KUNKEL
210001056608,5000000000.0,Vereador,85,GENEZIO BELTRAME CHAVES JUNIOR
210001056609,204000000000.0,Vereador,179,ELIANE MADALOSSO
210001056610,37000000000.0,Vereador,68,CLEVIN DA SILVA MESSA
210001056611,350000000000.0,Vereador,15,CINTIA PITHAN MOREIRA
210001056612,325000000000.0,Vereador,379,DEBERTON FRACARO
210001056613,205000000000.0,Vereador,275,JOSEMAR STEFANI
210001056614,155000000000.0,Vereador,123,PRISCILA COMIRAN
210001056615,5000000000.0,Vereador,29,DELAIR DE OLIVEIRA QUIRINO
210001056616,212000000000.0,Vereador,85,JOSIMARA OLIBONE PRIGOL
210001056617,888000000000.0,Vereador,220,DIRCEU MAZZUTTI
210001056618,388000000000.0,Vereador,278,PAULO CESAR LANGARO
210001056619,5000000000.0,Vereador,133,ALCEU DALZOTTO
210001056620,643000000000.0,Vereador,36,NATAN DAMIN
210001056621,124700000000.0,Vereador,63,CARLOS FRANCISCO DE SOUZA SILVA
210001056883,36600560000.0,Vereador,60,DELVAIR TERESINHA LENZ LUFT
210001056884,70000000000.0,Vereador,18,VANDERLEI LUIS EICH
210001056885,376900000000.0,Vereador,129,FABIO ANDRE BENCKE
210001056887,495600000000.0,Vereador,95,ALCIDES JOSÉ KIRSCH
210001057129,1836382810000.0,Prefeito,1647,NESTOR ERNANI JAEGER
210001057177,95000000000.0,Vereador,15,MARIA BRANDINA KAZIENKO NASCIMENTO
210001057178,35000000000.0,Vereador,149,JULIO CESAR DE SOUZA MARTINS
210001057180,428000000000.0,Vereador,157,ELÓI ANDRADE BATISTA
210001057182,208000000000.0,Vereador,78,JOSÉ ALBERTO PEREIRA
210001057183,250000000000.0,Vereador,5,FATIMA DA SILVA
210001057295,80000000000.0,Vereador,58,NARA BEATRIZ PEIXOTO DA SILVEIRA
210001057296,14000000000.0,Vereador,35,JUAREZ SANTOS OLIVEIRA
210001057298,550000000000.0,Vereador,77,DARIEL FERRAS SOARES
210001057300,20000000000.0,Vereador,77,JOSE RENI LEONARDI DA ROSA
210001057301,80000000000.0,Vereador,1,SONIA FERRAS DE FREITAS
210001057302,6500000000.0,Vereador,4,CAMILA SANTOS DE FREITAS
210001057303,219000000000.0,Vereador,90,GILSON DE MELLO SOARES
210001057304,6000000000.0,Vereador,62,LUAN MENEZES PEDROSO
210001057366,862569120000.0,Vereador,177,PAULO EDIR LUNARDI SODRÉ
210001057368,130000000000.0,Vereador,54,ADRIANA FLORES NUNES
210001057370,465000000000.0,Vereador,85,PEDRO SILVESTRE SILVA DE ÁVILA
210001057372,50000000000.0,Vereador,45,JOÃO CARLOS BECH DOS SANTOS
210001057438,74000000000.0,Vereador,35,DOUGLAS HENRIQUE DEWES
210001057439,198000000000.0,Vereador,129,FRANCIELE LANGER RAUBER
210001057580,25824710000.0,Vereador,277,ALCIDES JOSÉ MILCZAREK
210001057581,13168000000.0,Vereador,43,NELIO DOS SANTOS
210001057582,534992720000.0,Vereador,501,ARSENIO RENATO PALINSKI
210001057583,600000000.0,Vereador,49,NILO JOEL KORNOWSKI
210001057584,14200000000.0,Vereador,68,LUCIA TEREZINHA WARPECHOWSKI
210001057585,139275000000.0,Vereador,104,EZEQUEL VARGAS DA VEIGA
210001057703,304987280000.0,Prefeito,851,JOÃO SIRINEU PELISSARO
210001057953,4000000000.0,Vereador,162,JEFFERSON CÔRTES TORRES
210001057954,2500000000.0,Vereador,38,ELIAS PINTO LOPES
210001057955,253000000000.0,Vereador,76,JUREMA APARECIDA FONSECA
210001057957,1762989110000.0,Vereador,204,CELSO ROSSI CORSETTI
210001057958,4000000000.0,Vereador,26,MATHEUS DOS REIS NOVASCKI
210001057959,4003340000.0,Vereador,149,GUILHERME DA SILVEIRA
210001057960,3656340000.0,Vereador,59,WILLIAN ALVES SILVA
210001057962,3600000000.0,Vereador,157,EVERTON BORGES DA SILVA
210001057963,149351790000.0,Vereador,203,VANESSA CARNEIRO HOFFMANN
210001057964,14200000000.0,Vereador,180,RICARDO GOMES CAPITANI
210001057965,7036380000.0,Vereador,59,CLEBER VALTER SWAISSER
210001057966,5000000000.0,Vereador,37,JORVANI OSORIO DA SILVA
210001057967,563000000000.0,Vereador,68,JOVITA DA LUZ BARROS
210001057968,50559560000.0,Vereador,131,MICHELE BIANCA DA SILVA SOUZA
210001057969,153200000000.0,Vereador,73,CLEMIR DE LIMA BARBOSA
210001057970,4100000000.0,Vereador,23,SUSAN REGINA BITTENCOURT SILVEIRA
210001057971,26033000000.0,Vereador,18,MARCELO RODRIGUES RANNOV
210001057972,15900000000.0,Vereador,82,ZOLUAR RICARDO RODRIGUES DE SOUZA
210001057973,7000000000.0,Vereador,65,MARIA DE FATIMA DOS SANTOS RODRIGUES
210001057974,15000000000.0,Vereador,409,ROSA MARIA DA SILVA
210001057975,5000000000.0,Vereador,83,ELVIS CARRAZONI WOLLENHAUPT GUIMARAES
210001057976,5000000000.0,Vereador,39,ALCINDO RODRIGUES
210001057977,4500000000.0,Vereador,32,RODRIGO DA CUNHA
210001058162,5000000000.0,Vereador,44,EDUARDO ROBERTO MACHADO
210001058163,183311710000.0,Vereador,295,MARIBELA WESCHENFELDER
210001058164,45481470000.0,Vereador,15,MAGALE TERESINHA ARNHOLD
210001058165,42512730000.0,Vereador,287,ROQUE AFONSO BOTH
210001058166,45984000000.0,Vereador,263,JONATAN PETRY
210001058171,258000000000.0,Vereador,133,ADÃO DA SILVA
210001058172,15732000000.0,Vereador,156,LUCIARA PEREIRA DA SILVA
210001058173,3000000000.0,Vereador,22,JOSIEL DUARTE DA SILVA
210001058200,35215000000.0,Vereador,17,VANILDE DE PAULA PEREIRA
210001058201,4000000000.0,Vereador,8,SABRINA DA SILVA
210001058202,1289698440000.0,Vereador,266,MARCELO PIZZI
210001058203,186720000000.0,Vereador,260,LUCAS NATA GARIBOTTI
210001058204,10878860000.0,Vereador,81,JACIR GELSO LUNARDI
210001058377,55300000000.0,Vereador,286,EDUARDO SILVA DE ALMEIDA
210001058379,25000000000.0,Vereador,8,MARCIA RIBEIRO CAMARAN
210001058380,99387920000.0,Vereador,20,JEVERSON FERREIRA DE FREITAS
210001058382,120000000000.0,Vereador,17,NILACIR DA SILVA COSTA
210001058383,30000000000.0,Vereador,21,DERLI DA COSTA PENA
210001058624,1879478500000.0,Prefeito,10397,WALDEMAR DE CARLI
210001058626,434000000000.0,Vereador,237,BERENICE KOHL PIVA
210001058628,93000000000.0,Vereador,589,EDEMAR ENGROFF
210001058629,413077120000.0,Vereador,177,FÁBIA TAUBE LIMA
210001058630,534000000000.0,Vereador,65,ELOÁ FRAGA
210001058631,263000000000.0,Vereador,118,MICHELI FERREIRA KREWER
210001058632,890000000000.0,Vereador,154,IVAN DOS SANTOS
210001058633,498459270000.0,Vereador,437,EDIMILSON ANGER DA VEIGA
210001058634,5000000000.0,Vereador,24,NOLÍ NICOLI DA ROSA
210001058635,167769540000.0,Vereador,500,MARIA DE LOURDES SCOPEL GREGOL
210001058636,82420660000.0,Vereador,574,MARA LOURDES GARIB GUZZO
210001058637,25000000000.0,Vereador,26,PAULO ANDERSON PINHEIRO DE CAMPOS
210001058638,206557670000.0,Vereador,694,ADRIANE MARIA PARISE
210001058639,267582740000.0,Vereador,404,MARIOVANE MOSSI
210001058640,424914360000.0,Vereador,108,VALDEMIR CREMONINI
210001058641,4253760000.0,Vereador,453,ENI MATTIELO TEDESCO
210001058642,493123800000.0,Vereador,464,LEANDRO RODRIGUES MACHADO DOS SANTOS
210001058643,5083523900000.0,Vereador,286,PAULO PARISE MARAGNO
210001058644,6000000000.0,Vereador,63,TOBIAS RIZZATTI
210001059157,700281880000.0,Vereador,94,MARIA TERESA THOMAS
210001059158,440000000000.0,Vereador,142,JULCI VANDERLEI LUFT
210001059159,208890000000.0,Vereador,224,SAMUEL HENRIQUE SCHNEIDER
210001059397,174006180000.0,Vereador,310,ELDER WEBER SCHROPFER
210001059398,115302430000.0,Vereador,102,ANDRESSA LILIANE ENGERS BRATZ
210001059647,386364080000.0,Vereador,67,GILBERTO LUIS ROHLEDER
210001059648,1047121170000.0,Vereador,81,ROGERIO GENOR ROHLEDER
210001059649,431800000000.0,Vereador,28,ROMI GENICE ROHLEDER GERTZ
210001059654,1158251000000.0,Prefeito,746,RODRIGO DANIEL BLOCH
210001059655,39511650000.0,Vereador,125,ALENCAR JOSE KACZERSKI
210001059656,159850000000.0,Vereador,81,GEORGE MOSKALA
210001059827,247477030000.0,Prefeito,1806,ANTONIO PEDRO SARZI SARTORI
210001060033,300000000000.0,Prefeito,682,FABRICIO AURELIO LEDUR
210001060142,450000000000.0,Vereador,13,LUIZ FERNANDO MARTINS FONSECA
210001060143,431500000000.0,Vereador,14,SERGIO REICHERT
210001060145,70000000000.0,Vereador,51,JANAINE CALIARI
210001060146,5500000000.0,Vereador,33,RUDIMAR LUIS WINTER
210001060157,40246350000.0,Vereador,24,ARLETE THOMÉ DA SILVA
210001060559,220000000000.0,Vereador,57,OSVIN RESCHKE
210001060561,249000000000.0,Vereador,24,CLAUDETE  POLACINSKI SEGER
210001060630,40000000000.0,Vereador,103,KARINA SPOHR
210001060631,512000000000.0,Vereador,115,JOÃO CARMO VIER
210001060632,208000000000.0,Vereador,158,AIRTON LUIS SCHMITT
210001060725,1990823810000.0,Prefeito,2974,PAULO SOMMER
210001060729,19000000000.0,Vereador,43,RENATO TRENNEPOHL
210001060730,35000000000.0,Vereador,20,SIMONE APARECIDA SARTORI
210001060731,432000000000.0,Vereador,98,IRINEU PEREIRA DA COSTA
210001060886,97000000000.0,Vereador,27,VANDERLEI ALVES DA ROSA
210001060887,4670500000000.0,Vereador,76,VANDERLEI PANISSON
210001060888,154000000000.0,Vereador,189,CLEITON SILVESTRI
210001060889,40000000000.0,Vereador,18,VINIE CRISTINE MARCON MEZZOMO
210001060890,48223240000.0,Vereador,129,SIMONE ANDREZA MIOTTO MAZARO
210001060891,232000000000.0,Vereador,98,FABIO DE QUADROS
210001060892,285518500000.0,Vereador,68,ALDECIR PERONDI
210001060893,235000000000.0,Vereador,78,LUIZ ANTONIO MARCON
210001060894,15908600000.0,Vereador,40,CRISTIAN JOSE VIDAL
210001061319,900000000.0,Prefeito,18297,PAULA RUBIN FACCO LIBRELOTTO
210001061870,19181290000.0,Vereador,36,ALTAIR DEMBINSKI
210001061871,70966770000.0,Vereador,82,FLAVIO LUIZ PRILLA
210001061872,112855300000.0,Vereador,19,NATALIO ANTÔNIO BABINSKI
210001061873,62664940000.0,Vereador,88,VALDECIR JOSÉ STEMPKOWSKI
210001061874,119856370000.0,Vereador,12,SALETE ANA STOLARSKI AMADIGI
210001061875,73030130000.0,Vereador,58,ÂNGELO ACORSSI NETO
210001061876,60000000000.0,Vereador,113,LEANDRO GOLUNSKI
210001061877,412390000.0,Vereador,30,SANDRA CONSALTER PETKOWICZ
210001061878,215821300000.0,Vereador,17,ADÃO GRACIOLINO DOS SANTOS
210001061879,310174370000.0,Vereador,68,RODINEI RICHWICKI
210001061880,315278680000.0,Vereador,58,TATIANE SALETE STOLARSKI WENGRZYNEK
210001061881,25767890000.0,Vereador,89,NILSON ANTÔNIO ZAWADZKI
210001061882,237470000.0,Vereador,20,JAQUELINE MARIA RIBICKI
210001061883,203004570000.0,Vereador,3,NINFA INÊS JAKOBOWSKI
210001061931,505357000000.0,Vereador,130,ODEMAR DA SILVA DAMASCENO
210001061932,165000000000.0,Vereador,151,PAULO ROBERTO NOBRE DOS SANTOS
210001061935,50000000000.0,Vereador,42,LILIAN DE SOUZA COSTA
210001061936,220000000000.0,Vereador,24,CARMEM TARGINA LUCAS
210001061937,100000000000.0,Vereador,99,JOÃO BATISTA LIMA SAIS
210001061938,74844000000.0,Vereador,170,PAULO RICARDO NEVES COELHO
210001061939,1327000000000.0,Vereador,13,MARGARIDO DINIZ SEGOVIA
210001062056,600000000000.0,Vereador,291,ELOI CIRINO DA SILVA
210001062057,41000000000.0,Vereador,44,QUELI DUARTE VILLALBA
210001062058,965752360000.0,Vereador,400,ARISTEU ANDRE CARON
210001062059,300000000000.0,Vereador,46,ROSANDRO JOSE RESTELI
210001062060,884871390000.0,Vereador,295,GIOCONDA CARLA DAL PONTE
210001062061,182000000000.0,Vereador,164,DAIANE AMBROZINI DOMENEGHINI
210001062062,62317110000.0,Vereador,98,LORITA PAVAN PIVATO
210001062300,714918420000.0,Prefeito,1634,LUCIANO PEREIRA DE SOUZA
210001062461,2714920000.0,Prefeito,3406,ELISABETE BONETT DE MELLO MUSSELIN
210001062463,38150000000.0,Vereador,90,NILMAR DOS SANTOS EBERTZ
210001062464,235000000000.0,Vereador,247,SERGIO TOIGO
210001062465,60000000000.0,Vereador,195,VALÉRIA BACCON
210001062466,976000000000.0,Vereador,56,DOLORES CARLESSO ZAMPIVA
210001062467,54000000000.0,Vereador,78,SIMONE CHIESA FERREIRA
210001062468,117345850000.0,Vereador,105,LUIS JUNIOR TOMASINI
210001062469,10000000000.0,Vereador,93,NADIMIR LUIZ PICCOLI
210001062470,155200000000.0,Vereador,127,PAULO CESAR TOMAZINI
210001062471,385206160000.0,Vereador,151,VALDIR DOMINGOS BONCOSKI
210001062472,92976130000.0,Vereador,191,CLENIR LOPES DA SILVA
210001062473,22800000000.0,Vereador,131,THIAGO ROSSET SAMPAIO
210001062474,21600000000.0,Vereador,206,MAURICIO PINTON
210001062517,1000880000000.0,Prefeito,1044,JOAO HOHEMBERGER DE OLIVEIRA
210001062575,33602540000.0,Vereador,249,ROSENILDES DOS SANTOS SILVA
210001062576,3500000000.0,Vereador,16,GEOVÁ VIEIRA PINTO
210001062578,49300000000.0,Vereador,90,GILSON BETTAMIO
210001062579,33504000000.0,Vereador,40,SIRLEI IVETE MONTECIELLO DE SOUZA
210001062580,13000000000.0,Vereador,864,PEDRO RODRIGUES
210001062582,895000000000.0,Vereador,230,DANIELA RIVA
210001062586,145100000000.0,Vereador,95,MAICOL RAFAEL RODRIGUES DA SILVA
210001062587,160000000000.0,Vereador,323,MAXIMILIANO DE LIMA
210001062588,85000000000.0,Vereador,131,JOSE LUIS PRUX DA CONCEIÇÃO
210001062589,450395670000.0,Vereador,190,ANDRIGO DE SOUZA
210001062592,236000000000.0,Vereador,61,SILVESTRE PEDROSO
210001062593,198000000000.0,Vereador,192,ELENILSON ANGILHERO
210001062594,8000000000.0,Vereador,319,JOÃO CARLOS OLIVEIRA DA SILVA
210001062596,9500000000.0,Vereador,1054,DANIELA GOMES
210001062599,7000000000.0,Vereador,60,ROSA MARIA CUNHA DA SILVA
210001062600,10000000000.0,Vereador,254,JACKES SANTOS DE ANDRADE
210001062601,8500000000.0,Vereador,303,SILVIO DANIEL DA SILVA
210001062602,12500000000.0,Vereador,43,ALCINDO PAIM DE OLIVEIRA
210001062603,143221000000.0,Vereador,102,ADILSON ELIESER PETRY
210001062604,300000000000.0,Vereador,33,IRAN JOSÉ JASPER
210001062633,1953920030000.0,Prefeito,1512,FLAVIANA BRANDEMBURG BASSO
210001062713,180000000000.0,Vereador,123,ELISON DOLEYS CORREA
210001062714,670000000000.0,Vereador,98,JOAO ALBERTO MACHADO CEOLIN
210001062715,89000000000.0,Vereador,82,ALDIR OESTERREICH
210001062716,263000000000.0,Vereador,118,JOSE VANDIR ZANG TORMES
210001062717,55000000000.0,Vereador,59,NEUZELI MOREIRA DE OLIVEIRA
210001062719,70000000000.0,Vereador,34,IVONE VALAU PAIM
210001062720,25000000000.0,Vereador,120,MAURO SERGIO RODRIGUES DA SILVA
210001062722,169000000000.0,Vereador,168,MARNE GOULART GENRO
210001062723,147000000000.0,Vereador,16,IZABEL CRISTINA DA SILVA MACHADO
210001062724,369000000000.0,Vereador,144,ERANDI HOHEMBERGER DE SOUZA
210001062725,72000000000.0,Vereador,53,VALDIR DE MORAES RODRIGUES
210001062726,235000000000.0,Vereador,42,OSNEI RECH RIGHI
210001062778,27000000000.0,Vereador,12,ROSSANO PAOLO DIAS DOS SANTOS
210001062779,180000000000.0,Vereador,61,JOVENTINO REBELATTO
210001062780,110000000000.0,Vereador,12,MARIA DA COSTA
210001062781,310000000000.0,Vereador,36,VANDA HELENA MAZARINO
210001062782,339795790000.0,Vereador,157,CASSIANO SPINELLI
210001062783,95074340000.0,Vereador,62,ELIZEO ZANOTELLI
210001062784,1197000000000.0,Vereador,33,GENTIL AUGUSTO PASQUALLI
210001062785,220000.0,Vereador,19,DULCE ELMA SCHMIDT GONÇALVES
210001062786,791577540000.0,Vereador,214,EDISON AROSI
210001062901,500000000000.0,Vereador,347,ROGENIO DELLINGHAUSEN REICHEMBACH
210001062902,60000000000.0,Vereador,27,JOAO DA SILVA QUEVEDO
210001062907,17000000000.0,Vereador,3,PAMELA GARCIA FARIAS
210001062908,8000000000.0,Vereador,8,DEIVID RODRIGUES
210001063358,418748890000.0,Vereador,89,GESSI MARIA GAZOLA CARISSIMI
210001063359,137110290000.0,Vereador,264,VALDIR PEREIRA BUENO
210001063360,2000000000.0,Vereador,15,ROSELI BORDULIS
210001063361,19800000000.0,Vereador,72,RODRIGO CONTE
210001063362,73992970000.0,Vereador,185,STELA MARE SLONGOZANOTTO
210001063363,660000000000.0,Vereador,240,IVAR GUERRA
210001063364,383972140000.0,Vereador,383,ALECIR BENETTI
210001063365,21000000000.0,Vereador,76,JOÃO PAULO ZANOTTO
210001063366,47019370000.0,Vereador,345,VALTER LUIZ PARIZOTTO
210001064473,5000000000.0,Vereador,77,EDERSON DANTAS DE VARGAS
210001064474,70000000000.0,Vereador,229,GILMAR PONTEL
210001064476,319039080000.0,Vereador,293,SIRLEI STEDILE
210001064477,829134320000.0,Vereador,190,GILMAR BELLE
210001064478,16200000000.0,Vereador,344,LAÍS DADÁZIO SOTTORIVA
210001064931,322000000000.0,Vereador,171,CERINEU JOSE MANTOVANI
210001064932,65000000000.0,Vereador,27,NERI AZAIR DE OLIVEIRA
210001064933,80000000000.0,Vereador,66,ADÃO VIEIRA
210001064934,23500000000.0,Vereador,15,JANETE MANTOVANI CALLEGARI
210001065131,1180368920000.0,Prefeito,46203,ARY JOSÉ VANAZZI
